MP_CODE,MP_NAME,Population
360078,Elston,157
360079,Hotazel,1756
360080,Cottenend,147
360081,Magobing,493
360082,Gadisane,560
360083,Kganong,265
360084,Minto,157
360085,Makadibeng,155
360086,Bojalapotsane,180
360087,Smauswane,461
360088,Heiso,1182
360089,Neira,341
360090,Tsamaros,405
360091,Klein Tsamaros,205
360092,Klaarkom,476
360093,Everton,21
360094,Ga-Mokomela,79
360095,Mecwatsaneng,339
360096,Moalogane,162
360097,Baily Brith,110
360098,Kangkuru,264
360099,Ditshilabeleng,553
360100,Maketlele,217
360101,Logaganeng,520
360102,Mathanthanyaneng,149
360103,Kamden,1616
360104,Washington,722
360105,Ganghae,120
360106,Tsaelengwe,450
360107,Bothetheletsa,1064
360108,Kikahela,323
360109,Ga-Mothibi,291
360110,Niks,139
360111,Magwagwe,740
360112,Ntswelengwe,1598
360113,Rowel,58
360114,Mothong,86
360115,Manyeding,1583
360116,Mahukubung,393
360117,Ga-Masepa,840
361001,Sedibeng,2184
361002,Ga-Segonyana ,3200
361003,Ga-Motsamai,533
361004,Piet se Bos,297
361005,Gamopedi,1399
361006,Ntsweng,1014
361007,Gariele,397
361008,Ga-Lotolo,355
361009,Ga-Sehubane,404
361010,Ga-Sebolao,150
361011,Lophala-phala,17
361012,Maruping,22981
361013,Thamoeache,691
361014,Ga-Ntatelang,1614
361015,Maheane,1775
361016,Mokala-Mosesane,202
361017,Kudumane,894
361018,Mamoratwe,2266
361019,Magobe,9111
361020,Seoding,7266
361021,Kuruman,13057
361022,Mothibistad,9616
361023,Bankhara,7972
361024,West Derby,2669
361025,Phakane,1178
361026,Havard,2295
361027,Longaneng,-
361028,Maditlhareng,-
361029,Ga-Tlhose,47
361030,Sebilong,-
361031,Kollie,68
361032,Ga-Motshwaedi,-
361033,Januariestat,-
362001,Dibeng,7848
362002,Gamagara ,992
362003,Kathu,11510
362004,Sishen,11034
362005,Olifantshoek,10233
363001,Sendelingsdrif,192
363002,Richtersveld ,139
363003,Richtersveld,6
363004,Sanddrif,1854
363005,Khubus,948
363006,Grootderm,80
363007,Alexander Bay,1736
363008,Eksteenfontein,531
363009,Lekkersing,363
363010,Muisvlakte,43
363011,Port Nolloth,6092
364001,Kotzehoop,467
364002,Nama Khoi ,2909
364003,Vioolsdrift,599
364004,Goodhouse,171
364005,Steinkopf,7842
364006,Bullettrap,415
364007,Concordia,4988
364008,Kleinzee Mine,3
364009,Kleinzee,728
364010,Nababeep,5374
364011,Okiep,6304
364012,Springbok,12790
364013,Carolusberg,1336
364014,Komaggas,3116
365001,Kamassies,341
365002,Kamiesberg ,709
365003,Rooifontein,332
365004,Soebatsfontein,276
365005,Koingnaas,105
365006,Nourivier,460
365007,Kamieskroon,893
365008,Leliefontein,616
365009,Hondeklipbaai,543
365010,Spoegrivier,513
365011,Karkams,1439
365012,Tweerivier,252
365013,Paulshoek,415
365014,Kheis,488
365015,Klipfontein,466
365016,Garies,2105
365017,Lepelsfontein,233
366001,Brandvlei,2859
366002,Hantam ,4175
366003,Loeriesfontein,2744
366004,Nieuwoudtville,2093
366005,Calvinia,9680
366006,Tankwa-Karoo National Park,28
367001,Williston,3368
367002,Karoo Hoogland ,3356
367003,Frasersburg,3029
367004,Sutherland,2836
368001,Onseepkans,2090
368002,Kh�i-Ma ,2148
368003,Witbank,210
368004,Pella,2470
368005,Pofadder,3287
368006,Aggeneys,2262
369001,Merriman,78
369002,Ubuntu ,3727
369003,Richmond,3793
369004,Sabelo,1329
369005,Victoria West,8254
369006,Loxton,1053
369007,Hutchinson,367
370001,Norvalspont,97
370002,Masizakhe,1101
370003,Umsobomvu ,2461
370004,Colesberg,16869
370005,Noupoort,4514
370006,Kwazamuxolo,3334
371001,Mziwabantu,1302
371002,Britstown,3843
371003,Emthanjeni ,2626
371004,De Aar,23760
371005,Nonzwakazi,6230
371006,Hanover,4594
372001,Van Wyksvlei,1721
372002,Kareeberg ,2081
372003,Vosburg,1259
372004,Carnavon,6612
373001,Vanderkloof,1228
373002,Rolfontein,-
373003,Petrusville,5211
373004,Renosterberg ,1174
373005,Phillipstown,3365
374001,Hopetown,10259
374002,Thembelihle ,1563
374003,Orania,892
374004,Strydenburg,2987
375001,Niekerkshoop,1830
375002,Siyathemba ,2763
375003,Westerberg,73
375004,Marydale,2623
375005,Prieska,14246
375006,Copperton,57
376001,Schmidtsdrif,1163
376002,Siyancuma ,7127
376003,Campbell,2179
376004,Griekwastad,6428
376005,Douglas,20083
376006,Riet River,69
376007,Belmont,25
377001,Kalahari Gemsbok National Park,354
377002,Mier ,1803
377003,Mier,381
377004,Loubos,641
377005,Klein Mier,449
377006,Rietfontein,2293
377007,Philandersbron,1081
377008,Askham,-
378001,Augrabies Falls National Park,590
378002,Riemvasmaak,694
378003,Asbosknop,189
378004,Kai !Garib ,22275
378005,Rooirant,115
378006,Bloemsmond,497
378007,Augrabies Mission,216
378008,Kanoneiland,174
378009,Geelkop,155
378010,Curries Camp,702
378011,Augrabies,3627
378012,Soverby,970
378013,Keimoes,12000
378014,Rooikopeiland,394
378015,Loxtonberg,706
378016,Marchand,3222
378017,Cillie,1968
378018,Lutzburg,1415
378019,Alheit,1578
378020,Kakamas,9538
378021,Kenhardt,4843
379001,Khara Hais ,4495
379002,Upington,57220
379003,Paballelo,17614
379004,Leerkrans,1383
379005,Karos,1249
379006,Straussburg,1157
379007,Lambrechtsdrif,817
379008,Swartkop,1652
379009,Klippunt,3473
379010,Louisvale,1585
379011,Eldansrus,52
379012,Raaswater,2798
380001,Grootdrink,2645
380002,!Kheis ,3611
380003,Gannaput,1398
380004,Wegdraai,2189
380005,Groblershoop,4938
380006,Boegoeberg,1857
381001,Tsantsabane ,3399
381002,Glosam,119
381003,Goedgedacht,746
381004,Groenwater,739
381005,Postmansburg,30089
382001,Danielskuil,13597
382002,Kgatelopele ,566
382003,Owendale,115
382004,Lime Acres,4408
383001,Vaalbos National Park,-
383002,Sol Plaatjie ,2846
383003,Roodepan,20263
383004,Platfontein,5185
383005,Galeshewe,107920
383006,Kimberley,96977
383007,Ritchie,7610
383008,Motswedimosa,7240
384001,Dikgatlong ,3727
384002,Windsorton,2291
384003,Kutlwano,3959
384004,Ulco,860
384005,Delportshoop,4788
384006,Tidimalo,5558
384007,Holpan,646
384008,Vaal-Gamagara,198
384009,Sydney on Vaal,33
384010,Longlands,2933
384011,Vaalbos National Park,-
384012,Gong-Gong,1045
384013,Barkly West,8258
384014,Mataleng,11847
384015,Pniel Estate,695
385001,Ikhutseng,16683
385002,Warrenton,5905
385003,Magareng ,1616
386001,Banksdrif,505
386002,Phokwane ,3802
386003,Hartswater,10465
386004,Pampierstad,21707
386005,Jan Kempdorp,24220
386006,Ganspan,2301
460001,Ratanang,4231
460002,Jacobsdal,3504
460003,Riet River,1026
460004,Letsemeng ,6461
460005,Petrusburg,8435
460006,Oppermans,871
460007,Koffiefontein,10402
460008,Luckhoff,3699
461001,Matoporong,4217
461002,Reddersburg,669
461003,Kopanong ,7715
461004,Edenburg,1409
461005,Ha-Rasebei,5051
461006,Ipopeng,2198
461007,Fauresmith,1430
461008,Jagersfontein,1819
461009,Itumeleng,3910
461010,Madikgetla,3458
461011,Trompsburg,1880
461012,Rolfontein,-
461013,Philippolis,950
461014,Poding-Tse-Rolo,2698
461015,Springfontein,1177
461016,Maphodi,2522
461017,Waterkloof,2
461018,Bethulie,2100
461019,Lephoi,4397
461020,Gariep Dam Nature Reserve,-
461021,Gariepdam,1568
462001,Smithfield,1195
462002,Mohokare ,5912
462003,Mofulatshepe,3584
462004,Matlakeng,13714
462005,Zastron,1893
462006,Roleleathunya,5955
462007,Rouxville,1355
462008,Goedemoed,537
463001,Dewetsdorp,9498
463002,Naledi ,3516
463003,Wepener,1281
463004,Qibing,8272
463005,Thapelang,925
463006,Vanstadensrus,820
464001,Theunissen,1549
464002,Masilo,21963
464003,Masilonyana ,7461
464004,Winburg,1373
464005,Makeleketle,12701
464006,Majemasweu,9765
464007,Brandfort,3134
464008,Ikgomotseng,3253
464009,Verkeerdevlei,93
464010,Tshepong,2042
465001,Malebogo,8445
465002,Hertzogville,978
465003,Tokologo ,5608
465004,Boshof,3858
465005,Seretse,4651
465006,Dealesville,5446
466001,Sandveld,12
466002,Hoopstad,1295
466003,Tikwana,14738
466004,Tswelopele ,8215
466005,Bultfontein,2176
466006,Phahameng,21189
467001,Allanridge,2361
467002,Phathakahle,16976
467003,Matjhabeng ,9148
467004,Odendaalsrus,9393
467005,Kutloanong,54350
467006,Riebeeckstad,11268
467007,Thabong,126013
467008,Hani Park,9600
467009,Welkom,64130
467010,Virginia,21846
467011,Meloding,44362
467012,Hennenman,3793
467013,Whites,366
467014,Phomolong,20562
467015,Ventersburg,1297
467016,Mmamahabane,7813
467017,Tswelangpele,2150
467018,Blaauwdrift,50
467019,Virginia Mine,983
468001,Bothaville,4152
468002,Kgotsong,41878
468003,Nala ,8229
468004,Balkfontein,154
468005,Monyakeng,25392
468006,Wesselbron,1415
469001,Setsoto,185
469002,Setsoto ,12519
469003,Senekal,3466
469004,Matwabeng,22076
469005,Marquard,1033
469006,Moemaneng,14469
469007,Ficksburg,5400
469008,Meqheleng,35848
469009,Hlohlolwane,16253
469010,Clocolan,1349
470001,Bohlokong,35003
470002,Thorisong,9558
470003,Vuka,7120
470004,Old Location,8750
470005,Bethlehem,16236
470006,Dihlabeng ,22399
470007,Paul Roux,437
470008,Fateng Tse Ntsho,5715
470009,Rosendal,131
470010,Mautse,4001
470011,Clarens,751
470012,Kgubetswana,5628
470013,Mashaeng,12310
470014,Fouriesburg,664
471001,Petrus Steyn,596
471002,Mamafubedu,12297
471003,Nketoana ,11315
471004,Reitz,3362
471005,Petsana,16821
471006,Ntha,10990
471007,Lindley,1010
471008,Leratswana,3743
471009,Arlington,192
472001,Harrismith,27869
472002,Maluti A Phofung ,6360
472003,Tshiame,14856
472004,Glen Lenie,3590
472005,Kestell,1109
472006,Tlholong,7160
472007,Botjhabelo,1080
472008,Phuthaditjhaba,54661
472009,Mphatlalatsane,2852
472010,Matsikeng,5691
472011,Qholaqhwe,4615
472012,Tebang,23132
472013,Slovo Park,2978
472014,Ha-Rankopane,2505
472015,Letshalemaduke,8389
472016,Namahadi,3034
472017,Boiketlo,5661
472018,Phamong,8010
472019,Makhalaneng,5085
472020,Dithotaneng,10014
472021,Kudumane,2876
472022,Setaseng,235
472023,Matshidiso,510
472024,Theosane,1541
472025,Ntshehele,1673
472026,Mokabatane,203
472027,Mabolela,301
546068,Inhlanomfula,2517
546069,Icubhu,651
546070,KwaNtuli B,312
546071,Mvozana,825
546072,KwaNtuli A,418
546073,Amafahla,954
546074,Ngwadumane,545
546075,Emkhovini,426
546076,Nkolovuzane A,272
546077,Nofohla,199
546078,Isthundu,239
546079,Embizeni,293
546080,Ezibandleni,1102
546081,Ikhabane,1483
546082,Wome,1208
546083,Izagqaya,951
546084,Snamfu,1019
546085,Emasomini A,1284
546086,Idakadaka,578
546087,Dabangu,1785
568006,KwaCebelele,4747
568007,Ndaleni,8282
568008,Kupholeni,4316
569010,Indaka ,249
569011,Dival,1608
569012,Ekuvukeni,11018
569013,Namakazi,2695
569014,Imbangi,678
569015,Nxumalo,146
569016,Dalakosi,691
569017,Mthembu,14154
569018,Waayhoek,1623
569019,Ingwe,5511
569020,Hwebede,1633
569021,Indaka,5683
569022,Ingedlengedle,465
569023,Mabaso,5007
569024,Doornkraal,948
569025,Pearl,575
569026,Ecancane,986
598106,Ntabeni,273
598107,Mawusi,1357
598108,Nomeva,387
598109,Magcakini,445
598110,Mountain Home,1448
598111,Mlezana,1215
598112,Singisi,1220
598113,Bizweni,549
598114,Umzimkhulu,8399
598115,Skoonplaas,343
598116,Nolangeni,965
598117,St Paul,1405
598118,Lusizini,728
598119,eMvubukazi,1469
598120,Ntlambamasoka,705
598121,Dressini,1005
598122,Ehula,28
598123,Ndzombane,428
598124,Clydesdale,6127
598125,Cancele,2065
763011,Rietvallei,49552
764001,Bhongweni,1334
764002,Randfontein,80492
764003,Randfontein ,6023
764004,Mohlakeng,55033
764005,Zenzele,6403
765001,Venterspost,1272
765002,Bekkersdal,47213
765003,Nufcor,166
765004,Westonaria ,13639
765005,Waterworks,2249
765006,Lenz,395
765007,Simunye,18350
765008,Westonaria,10259
765009,Waterpan,445
765010,Western Areas Gold Mine,1895
765011,Hillshaven,2561
765012,Glen Harvie,9818
765013,Elsburg Gold Mine,1787
765014,Seberuberung,1719
866012,Charl Cilliers,768
867001,Botleng,44727
867002,Victor Khanye ,12556
867003,Modder East Orchards,1026
867004,Delmas,7399
867005,Rietkol,2812
867006,Sundra,2826
867007,Middelbult,138
867008,Eloff,3968
868001,Hlalanikahle,35108
868002,eMalahleni,108673
868003,KwaGuqa,130920
868004,Vosman,18963
868005,Skoongesig,32
868006,Clewer,4569
868007,Bloukrans,793
868008,Landau Colliery,764
868009,Greenside Colliery,1029
868010,eMalahleni ,20684
868011,Naauwpoort,170
877046,Eglington A,1457
877047,Ludlow,5766
877048,Landela A,2743
877049,Dingleydale B,1444
877050,Hebron State Forest,13
877051,Welgevonden State Forest,11
877052,Onverwacht,3
877053,Zoeknog B,1660
877054,Eglington B,1054
877055,Seville B,1149
877056,Edinburgh B,2978
877057,Utlha B,650
877058,Motlamogale,4702
877059,Maboke,12752
877060,Orinoco B,2062
877061,Edinburgh A,7305
877062,Dingledayle,3401
877063,Tshunelani B,143
877064,Utlha A,880
960063,MaPhata,2138
960064,KaSabulane,2014
960065,KaMunghonghoma,1242
960066,KaGidya,1340
960067,KaMbedlhe,999
960068,Loloka,994
960069,Mageva,7324
960070,KaDzumeri,6436
960071,Phalakubeni,1638
960072,Daniel Rababelela,1724
960073,KaKheyi,1418
960074,KaMakhuva,3602
960075,KaMayephu,737
960076,KaMzilela,851
960077,KaMushiyani,1390
960078,KaMatsotsosela,1051
960079,Mbaula,2941
960080,KaMpakani,5062
960081,Namenwamarhanga,3487
960082,KaXitlakati,1959
472028,Phahameng,2695
472029,Thaba Tsoana,4806
472030,Sebokeng,2074
472031,Mangaung,9151
472032,Bolata,14893
472033,Paballong,7077
472034,Mantsubise,2685
472035,Monontsha,5552
472036,Makwane,18550
472037,Marakong,3658
472038,Ha-Sethunya,6678
472039,Poelong,2635
472040,Tseki,7888
472041,Masaleng,3050
472042,Naledi,5144
472043,Mmakong,1758
472044,Matsieng,1680
472045,Sekgutlong,625
472046,Tshirela,1256
472047,Thaba Bosiu,2935
472048,Qoqolosing,1406
472049,Jwala Boholo,474
472050,Thabang,4322
472051,Makeneng,3246
472052,Mafikeng,2069
472053,Moeding,716
472054,Sedibeng,352
472055,Thajaneng,442
472056,Masianokeng,255
472057,Marabeng,909
472058,Setlabotjha,534
472059,Sobea,405
472060,Makgemeng,1316
474002,Mahlatswetsa,5591
474003,Mantsopa ,8214
474004,Manyatseng,21598
474005,Ladybrand,4218
474006,Tweespruit,1046
474007,Borwa,4745
474008,Thaba Phatswa,915
474009,Dipelaneng,3736
474010,Hobhouse,244
475001,Vierfontein,825
475002,Moqhaka ,21354
475003,Rammulotsi,29377
475004,Viljoenskroon,2091
475005,Kroonstad,24723
475006,Maokeng,73057
475007,Matlwangtlwang,7794
475008,Steynsrus,1312
477001,Parys,8071
477002,Tumahole,37675
477003,Schonkenville,2423
477004,Ngwathe ,10228
477005,Vredefort,1326
477006,Mokwallo,13293
477007,Kwakwatsi,12667
477008,Koppies,1136
477009,Phiritona,19227
477010,Sandersville,2694
477011,Heilbron,5486
477012,Voorspoed Diamantmyn,-
477013,Ngwathe,5861
477014,Edenville,433
478001,Richmond,229
478002,Viljoensdrift,751
478003,Bertha Shaft Village,1831
478004,Metsimaholo ,6434
478005,Stokkies Draai,3
478006,Wonderwater,9
478007,Baddriftbrug,59
478008,Rietfontein,260
478009,Sasolburg,30699
478010,Zamdela,82339
478011,Liliandale,179
478012,Uitkoms,23
478013,Deneysville,1833
478014,Refengkgotso,17646
478015,Coalbrook,2
478016,Kragbron,1059
478017,Holly Country,586
478018,Oranjeville,5166
479001,Qalabotjha,16028
479002,Villiers,1287
479003,Mafube ,4989
479004,Ntswanatsatsi,1608
479005,Cornelia,1356
479006,Namahadi,20304
479007,Frankfort,5840
479008,Mafahlaneng,5644
479009,Tweeling,821
499001,Soetdoring Nature Reserve,91
499002,Mangaung ,17893
499003,Bofulo,198
499004,Rooibult,320
499005,Kgalala,378
499006,Talla,434
499007,Modutung,419
499008,Morago,425
499009,Sediba B,216
499010,Houtnek,93
499011,Sediba A,443
499012,Spitsko,258
499013,Rakhoi,174
499014,Longridge,42
499015,Middeldeel,302
499016,Maraisdal,140
499017,Ratabane,222
499018,Merino,382
499019,Paradys,417
499020,Moroto,406
499021,Feloane Trust,451
499022,Tiger River,320
499023,Bloemfontein,256185
499024,Mangaung,209262
499025,Potsane,349
499026,Thubisi,220
499027,Rooifontein,977
499028,Thabanchu,70118
499029,Motlala,1134
499030,Botshabelo,181712
499031,Tabane,237
499032,Rustfontein,11
499033,Groothoek,23
499034,Post,19
499035,Kommissiedrif,252
499036,Nogas Post,285
499037,Eureka,13
499038,Gladstone,770
499039,Tweefontein,247
499040,Grootdam,133
499041,Balaclava,222
499042,Yorksford,313
499043,Woodbridge,437
499044,Rietfontein,209
499045,Springfontein,99
499046,Klipfontein,181
503001,KwaMaqikizane,1272
503002,Mthwalume,1187
503003,Ngomakazi,1714
503004,Maqikizane,619
503005,Nyavini,1531
503006,Ensiyameni,461
503007,Gugha,807
503008,Gobhamehlo,1638
503009,Mgezankamba,853
503010,Ngwenda,750
503011,Thuthuka,1251
503012,Thendeni,78
503013,Enhlangwini,4666
503014,Ntabakucasha,1331
503015,Umzumbe ,1301
503016,Umgayi,2623
503017,Mbiyane,1234
503018,Gubhuza,2446
503019,The Ridge,1015
503020,Umgai,2506
503021,Mhlabatshane,514
503022,KwaNtumeni,1017
503023,Elupepeni,2170
503024,Infomfo,451
503025,Bhekameva,568
503026,Nomageje,1153
503027,KwaMagugu,676
503028,Sosibo,1476
503029,KwaNjongoma,273
503030,Mthaleni,1461
503031,Oshamba,801
503032,Wowana,255
503033,Dunusa,508
503034,Nhlengesi,696
503035,Deyi,788
503036,Dunuse,770
503037,Phongolo,1439
503038,Goba,860
503039,Thembelihle,361
503040,Ngcengesi,518
503041,Qoloqolo,1876
503042,Inkulu,7124
503043,KwaBombo,2258
503044,Quha,656
503045,Isangqu,756
503046,Ntabazu,205
503047,Sipofu,1302
503048,Nyonyana,2398
503049,Inyonyana,1014
503050,Ndunge,382
503051,Ntenguland,725
503052,Gubhugubhu,7682
503053,Berea,703
503054,Nkangala,2530
503055,Nomakhanzana,2780
503056,Dingimbiza,13535
503057,Mnamfu,12700
503058,Isiqunga,6939
503059,Amahwaqa,2438
503060,Ndwebu,139
503061,Mpikanisweni,103
503062,Nhlalwane,1555
503063,Ngcazolo,848
503064,Odeke,191
503065,Ixopo,216
503066,Mbonje,1337
503067,Mvuzane,1270
503068,KwaDweshula,635
503069,Gcwalemini,1617
503070,Sunduza,1099
503071,Ngoleleni,1411
503072,Cathula,1790
503073,Dibi,2605
503074,Rosettenville,1804
503075,Glabhane,1099
503076,Velumemeze,1155
503077,Gqayinyanga,1396
503078,Nkalokazi,1908
503079,Ndumakude,1533
503080,Hlanzeni,2659
503081,Mayekeni,1445
503082,Mawuleni,225
503083,Mehlomnyama,3009
503084,Gumatane,1473
503085,Mathulini,8335
503086,Thaleni,649
503087,Ndlovuzulu,716
503088,Thuntutha,661
503089,Enkulu,3791
503090,Ncane,256
504001,Umzokhanyoya,1392
504002,Mtintanyoni,1469
504045,Nhlokoyenkomo,1148
504046,Gangala,4466
504047,Nhlanza,1439
504048,Nombengeza,1430
504049,KwaSitezi,3119
504050,Mahlangweni,1422
504051,Bhudlu,598
504052,Bazini,214
504053,Alfred,686
504054,Nyandeni,407
504055,Phumuza,301
504056,Mshisweni,260
504057,Wela,260
504058,Ngqungqumeni,54
505001,Nqalweni,123
505002,Qinisela Manyuswa,200
505003,Tonjeni,277
505004,KwaNyuswa,815
505005,KwaMshiwa,1221
505006,Thistles,2385
505007,Mahlabathini,1665
505008,Ezingoleni ,2778
505009,Blose,309
505010,Wosiyane,133
505011,Thembeni,711
505012,Izingolweni,5294
505013,Enkulu,1903
505014,Mlozane,3070
505015,Godloza,2611
505016,Ndunu,3086
505017,Mahlubini,1704
505018,Hlomendlini,1846
505019,Nikwe,1389
505020,Mtamvuna,478
505021,KwaShoba,1993
505022,Shobashobane,3032
505023,Dlovinga,2284
505024,Mbeni,4939
505025,Oribi Gorge,-
505026,Entaba,587
505027,Bandlane,2521
505028,Ngcawusheni,2669
505029,Mdlazi,2146
505030,Mthimude,370
506001,Umzinto,-
506002,Hibberdene,4037
506003,Hibiscus Coast ,9400
506004,Magog,1609
506005,Silwane,2201
506006,Bendigo,1011
506007,Sidobe,1896
506008,KwaMadlala,910
506009,Cabhane,1169
506010,Gwababeni,2669
506011,Mgolemi,9808
506012,Phumula,427
506013,Melville,1029
506014,Port Shepstone,35633
506015,Dujazana,5203
506016,Mdlanzi,1877
506017,Mtengwana,1381
506018,Murchison,7352
506019,Boboyi,6915
506020,Mobatsha,617
506042,Mvutshini,4439
506043,Enkanyisweni,2235
506044,Ingwemabala,1156
506045,Thembalethu,1035
506046,Nkampini,7300
506047,Gcilima,6078
506048,Nkothaneni,3073
506049,Dumezulu,1358
506050,Nyanisweni,331
506051,Margate,26785
506052,Southbroom,1615
506053,Port Edward,4409
506054,Mtamvuna,1
506055,Ngodini,2236
506056,Mhlalandlini,5142
506057,Nkoneni,939
506058,Buthongweni,935
506059,Mgangathe,1650
506060,KwaNzimakwe,6218
506061,Woza,2768
506062,Thundeza,6348
506063,Thongasi,2450
506064,Nzimakwe,1326
514001,Lusitania,535
514002,Emnambithi/Ladysmith ,10451
514003,Watershed,1072
514004,Driefontein,6774
514005,Randjieslaagte,958
514006,Kleinfontein,3595
514007,Nkunzi,2132
514008,Doornhoek,4456
514009,Watersmeet,14461
514010,Kirkintulloch,3554
514011,PeaceTown,5468
514012,Burford,6020
514013,Hobsland,2259
514014,Matiwane,10075
514015,Klipfontein,729
514016,Bester,369
514017,Blue Bank,571
514018,Ladysmith,64855
514019,Ezakheni,70809
514020,Doornkloof,3895
514021,Brakfontein,3353
514022,Umbulwana,1905
514023,Graythorne,115
514024,Roosboom,12637
514025,Colenso,6388
524001,Charlestown,4392
524002,Newcastle ,12470
524003,Masondale,2744
524004,Suspense,927
524005,Dicks Halt,7091
524006,Jobstown,62
524007,Leslie,5621
524008,Muiskraal,3452
524009,Madadeni,119497
524010,Newcastle,56144
524011,Taum,883
524012,Mndozo,3985
524013,Claremont,4780
524014,Jakkalspan,9636
524015,Manzana,2866
524016,Johnstown,9568
524017,Blaauwbosch Laagte,21336
524018,Osizweni,77845
524019,Fulathela North,1493
524020,Inverness,1413
524021,Cavan,13273
524022,Ngagane,906
524023,Ngagane Colliery,197
524024,Alcockspruit,2656
525001,Groenvlei,193
525002,Emadlangeni ,25500
525003,Utrecht,5290
525004,Berouw,1793
525005,Waterval,1398
525006,Kingstown,268
526001,Inverness,606
526023,Nellie Valler,1054
526024,Kilegethe,5055
526025,Cloneen,4360
526026,Doornkop,1681
526027,Annieville,6404
526028,Nellie,2256
526029,Rutland,3630
526030,Poona,599
526031,Flint,980
526032,Milford,708
526033,Wilts,332
526034,Dorset,581
526035,Curragh,2334
526036,Path Farm,2768
526037,Anville,2935
526038,Twhatgwha,703
526039,Hilltop,1239
526040,Kempshoek,1263
526041,Verdriet,2140
526042,Geduld,766
526043,Nguqunguqu,1626
526044,Striijbank,300
526045,Dannhauser ,4016
526046,Skombaren,3665
526047,Cork,465
526048,Mullingar,748
526049,Chester,97
526050,Nyanyadu,566
526051,Kliprand,314
526052,Chelmsford,30
526053,Rocky Spruit,40
526054,Dannhauser,6493
526055,Emafusini,2247
526056,Springlake,75
526057,Hattingspruit,951
526058,Bright Home,443
529001,Draaiom Trust,194
529002,Abaqulusi ,44850
529003,Louwsburg,4061
529004,Itala,-
529005,KwaManyinyi,657
529006,Coronation,3691
529007,Nkongolwane,2682
529008,Kengolana,436
529009,Hlobane,7628
529010,Vaalbank,534
529011,KwaNgenetsheni,7741
529012,Ngotshe,2267
529013,Umkhamba,725
529014,Vryheid,47365
529015,KwaMnyathi,1075
529016,Shilengeni,618
529017,Ngome,332
529018,Mayime,837
529019,Kandaspunt,2119
529020,Squebezi,446
529021,KwaMabona,1698
529022,Mondlo,28871
529023,Emadresini,16110
529024,Purim Farm,4499
529025,Ezidulini,4080
529026,Emdundubezini,1484
529027,Esidakeni,427
529028,Machanca,4218
529029,Nceceni,2547
529030,Emhlangeni,1467
529031,Bhobozana,1172
529032,Emvunyane,2549
529033,Shayandawo,289
529034,Ntabebomvu,310
529035,Telezeni,1698
529036,Ezibomvu,2415
529037,Saint Paul,1415
529038,Esigodini,2711
529039,Loss,1823
529040,Uqweqwe,385
529041,Sofaya,1143
529042,Mkhonjane,178
529043,Kromellenboog,1309
538001,Mzipofu,1626
538002,Nthunzi,1228
538003,Nkhanangu,2784
538004,Bhejane,1482
538005,Mazimazana,7616
538006,Ovondlo,4109
538007,Nseleni,8379
538008,Ezikhaleni,4628
538009,Mkhoma,5360
538010,uMhlathuze ,9112
538011,Richards Bay,57387
538012,Gubhethuka,3233
538013,Bhiliya,3854
538014,Mhlatuze Flats,226
538015,Empangeni,110340
538016,Zenzele,1587
538017,Nkojane,1659
538018,Madlanghala,4465
538019,Ndleleni,2694
538020,Gobandlovu,5271
538021,Amadaka,5213
538022,Mabuyeni,4309
538023,Empembeni,3399
538024,Ncombo,1205
538025,Ndindima,1838
538026,Mkobasa,13195
538027,Uzimgwenya,7324
538028,Esikhawini H,18835
538029,Esikhawini J,12087
538030,Sikhalasenkosi,22571
538031,Mtunzini,-
538032,Mahunu,3543
538033,Port Dunford,2504
538034,Nyembe,1398
542001,Cwezi,1366
542002,Ezibhembeni,294
542003,Ohlelo,933
542004,KwaChwezi,2158
542005,Ngudle,1798
542006,Empotholo,769
542007,Kwazondi,328
542008,Ohlahla,1202
542009,Gada,1562
542010,Nkandla ,26
542011,Matshensikazi,610
542012,Phambana,508
542013,Masoka,211
542014,Cungewane,155
542015,Smukumuku,789
542016,Madaka,442
542017,Emangidini,984
542018,Bhacane,498
542019,Thaleni,743
542020,Nsuze,818
542021,Esibomvu,647
542022,Vuka,666
542023,Talane,1384
542024,Nkungumathe,944
542025,Xamukavinjelwa,1210
542026,Isigcalaba,1275
542027,Manzimnyama,862
542028,Ngwegweni,1467
542029,Cholwane,1042
542030,Benedict Mission,2126
542031,Thalaneni,1250
542032,Mshayazafe,518
542033,Mbiswe,983
542034,Gosweni,706
542035,Ntanyeni,747
542036,Ngabe,206
542037,Zinkunzini,267
542038,Dlaylyane,262
542039,Malunga,983
542040,Sdashi,490
542041,Mpingana,839
542042,Ekhukhanyeni,554
542043,Amatholamgele,772
542044,Khabela,204
542045,Ndikwe,838
542046,Devondale,626
542047,Ezindundumeni,647
542048,Ekuphiweni,602
542049,Zungweni,152
542050,Matshenezimpisi,1169
542051,Madiyane,1567
542052,Nkandla,3557
542053,KwaBedala,791
542054,Xalasho,1417
542055,Ezimambeni,1077
542056,Thulani,943
542057,Nkonisa,883
542058,Mpandla,719
542059,Ndweni,2012
542060,Ntumbeni,891
542061,Mabengela,1294
542062,iNdanyana A,5
542063,iNdanyana,471
542064,Mandabe,617
542065,Mahlathi,909
542066,Mkwana,644
542067,Nomangci,866
542068,Ndindini,1055
542069,Mathiya,1501
542070,Mtshwili,571
542071,Msobotsheni,842
542072,Mandlozi,1394
542073,Mzimhlophe,436
542074,Maphophoma,265
542075,Nsingabantu,1351
