MP_CODE,MP_NAME,Population
284282,Ncango,279
284283,Lower Xuka,183
284284,Sigangeni B,91
284285,Tsazo,688
284286,KwaBlaai,775
284287,Manzana,304
284288,Mgwali,816
284289,Enduku,263
284290,Nduka,356
284291,Mbashe,237
284292,Mqwebedu,394
284293,Sikantini,230
284294,Upper Xuka,274
284295,Upper Ngqokotho,274
284296,Nqutwaneni,293
284297,Sidakeni,291
284298,Mthwaku,230
284299,Gcabhalata,178
284300,eSigangeni,742
284301,KwaQithi,463
284302,KwaMhaga,275
284303,Gobhoti,1216
284304,Waca,70
284305,Mpindweni,119
284306,Mpompeni,391
284307,Nkwenkwana,1153
284308,Mbilini,545
284309,KuHleke,284
284310,KuMalangazana,493
284311,Mkunjana,578
284312,Sitebe,487
284313,Manuneni,406
284314,Nongandlela,646
284315,Mgibeni,485
284316,KwaMaqanda,512
284317,Mbokotwana,241
284318,Mandlaneni B,210
284319,KuMandebe,96
284320,Beyele,552
284321,eNtwashwini B,709
284322,Matyaleni,236
284323,Nkalweni,239
284324,Upper Beyele,489
284325,Bodini,889
284326,Fama,426
284327,Ntlambo,41
284328,KuGxwalibomvu B,286
284329,KwaMbekeni,491
284330,eSilevini,309
284331,Ngquru,318
284332,Mcutu,392
284333,Maloseni,71
284334,eSihlabeni,255
284335,eLalini B,125
284336,eMangweni,204
284337,Esikolweni,522
284338,eNdulini,545
284339,eXibeni,95
284340,Ngqalasi,107
284341,Dala,372
284342,KuMageza,431
284343,eTaleni,750
284344,Honti,327
284345,Kono,762
284346,Kwelesha,207
284347,Drayini B,282
284348,No_Andile,324
284349,KwaDlomo B,237
284350,Nkaleni,346
284351,eNtwashwini A,555
284352,eKunene,1044
284353,Matolweni,97
284354,Clarkebury,768
284355,Quluqu,703
284356,KuMcuba,111
284357,Ntseleni,367
284358,Tyeni,561
284359,Moshi,145
284360,KuNgcelelo,346
284361,eMandlaneni,393
284362,Chetyana,228
284363,Ngqayi A,307
284364,Dikeni,389
284365,KwaSigubudo,588
284366,Mtshayelweni,130
284367,Ngqubusini A,728
284368,Singeni,474
284369,Nqaphantsi,405
284370,Ncityana A,365
284371,eCibini,317
284372,Ntabeni,341
284373,eMmangweni,263
284374,eSikhobotini,147
284375,eHukwini,262
284376,eMantlegoso,186
284377,Goso,239
284378,KwaGandu,134
284379,eNgqaba,145
284380,Magomeni,17
284381,eChibini A,68
284382,Mjanyana,144
284383,eGotyibeni,488
284384,Lubiza,623
284385,Ngxebe,284
284386,eSingeni B,108
284387,Sokweba,176
284388,Mawuleni,479
284389,KwaDlomo,77
284390,KwaDlomo C,213
284391,KwaHala,941
284392,Ntsimba,214
284393,Ntlakwevenkile,396
284394,Ntlakwesikolo,316
284395,Maqakamzini,513
284396,Gotyibeni,179
284397,eMazizini,236
284398,KwaKasura,624
284399,KwaNdlangisa,151
284400,Bekileni,583
284401,Qanguleni,588
284402,Khalankomo,97
284403,Maqomeni,525
284404,Sigubudwini,775
284405,Jinginja,324
284406,Ngqwaneni,144
284407,eMzwini,210
284408,eLalini A,410
284409,Engasa,73
284410,KwaMazwayi,198
284411,KwaMiya,498
284412,Ngqutura,326
284413,eNtlekiseni B,236
284414,Engcotyeni,261
284415,eNtlakwesikolo,448
284416,KwaDabula,173
284417,KuNkani,205
284418,Qengqeleka,575
284419,eMamfeneni,511
284420,Ngqubusini B,54
284421,KwaBinase,462
284422,Ngxamagele,142
284423,Skolweni,563
284424,KuNgwevane,452
284425,Mandlaneni A,453
284426,Mmangweni,144
284427,eSikhobeni,78
284428,eMatyabomvu,276
284429,eNtlekiseni A,328
284430,KwaTshatshu A,367
284431,Bofolo,145
285013,Luxeni,368
285014,Mlonzi,32
285015,Taleni,437
285016,Tsomo Poort,38
285017,Mdeni,237
285018,KwaMgcodo 2,461
285019,Nqineni,322
285060,Klufini,435
285061,KuVayile,259
285062,Luhlawini,126
285063,Ndum-Ndum,528
285064,Mmangweni 1,190
285065,KuSawuti,255
285066,Emamfengwini,174
285067,Manzimahle SP,343
285068,Ndyavu,198
285069,Voyizana,169
285070,Emjikelweni,186
285071,Lower Voyizana,160
285072,Mantlolufa,261
285073,Lufuta,575
285074,Qwilini,234
285075,Sidikidini,465
285076,Barracks,346
285077,Mgxumza,434
285078,Askeaton,117
285079,Bumbana,373
285020,Ntsukaze,537
285021,KwaGugwini,291
285022,KwaMgcodo 1,92
285023,Siginqgini,262
285024,Sipafeni,303
285025,Cala,14520
285026,uMgwalana,551
285027,Duke,275
285028,New Rest,179
285029,Elithuthu,243
285030,Upper Cala,473
285031,Sifonondile,374
285032,Phelandaba,55
285033,Ngojini,427
285034,Rareni,287
285035,Tiwane,265
285036,KuMatyeabomvu,386
285037,Mnxe 1,341
285038,Lapezi,306
285039,Mnxe 2,524
285040,Mhlwazi,111
285041,Qaqane,540
285042,Tafeni,267
285043,Mceula,528
285044,Ntsinga,404
285045,Guba,100
285046,Eqolombeni,221
285047,KuManzana,392
285048,Manzimdaka,1283
285049,Dikatole,858
285050,Mhlonyaneni,403
285051,Tsengiwe,325
285052,Mmangweni 3,273
285053,Manyandube,339
285054,Maruleni,183
285055,Komkhulu,662
285056,KuNomadambe,152
285057,Upper Ndwana,224
285058,Mmangweni 2,389
285059,Masoyisi,309
285080,Mbodlane,532
285081,Panabokwe,471
285082,eLixeni,455
285083,KuHota,597
285084,eSigangeni,320
285085,eMbewuleni,233
285086,Nqwebebeni,319
285087,Maqwateni,549
285088,Langanci,366
285089,Ncaluka,381
285090,Nyalasa,555
285091,KuMahlungulu,261
285092,Ngxingweni,319
285093,KwaGcina,567
285094,Senta,76
285095,Ngasentla,171
285096,Ngqwanenu,98
285097,Santyeni,172
285098,Ndambane,131
285099,Lokishini,121
286001,HaSefoko,638
286002,Elundini ,4187
286003,Koebung,466
286004,Seqhobong,735
286005,Thoteng,406
286006,Mashata,327
286007,Seghobong,506
286008,Black Fountain,17
286009,Sethathi,512
286010,KuNtabankulu,452
286011,Lehlakaneng,466
286012,Mohoabatsana,1520
286013,KwaMleko,320
286014,Mahaneng,564
286015,eMazizini,41
286016,New Stand,249
286017,Tabase,816
286018,Mangolong,619
286019,Kinira Poort,463
286020,Mangoloaneg East,299
286041,eNtabeni,199
286042,Lower Nxotshana,474
286043,Mgcetyana,480
286044,Nxotshana,715
286045,Makautlane,804
286046,Phuthing,170
286047,eMjikelweni,51
286048,Zindawa,71
286049,Printsu,351
286050,Phirintsu,645
286051,Makuatlana,547
286052,Makanyaneng,387
286053,Emagonyaweni,658
286054,Fletcherville,443
286055,Dikonyeleng,524
286056,HaQhadi,946
286057,Thambekeni,694
286058,Dengwane,954
286059,Setabataba,993
286060,Diphokong,1077
286061,Zanyeni,131
286062,eNgxingweni,263
286063,Vuvu,445
286064,Phiri-e-Ntso,225
286065,Makhotlana,51
286066,HaNokhohloko,70
286067,Bhethula,138
286068,Ulundi,356
286069,Kakudi,253
286070,Mahemeny,1047
286071,Mahemeng,975
286072,Braki,219
286073,Mpharane,1740
286074,Mount Fletcher,11488
286075,Tsekong,1057
286076,Lenge,400
286077,Makhoaseng,998
286078,Tokwana,1705
286079,Thabakhubelu,1369
286080,Thabakhobelu,299
286081,Upper Tokwana,321
286082,Makgwaseng,818
286083,Lower Tokwana,910
286084,Thabaputsoa,728
286085,Tembeni,1770
286086,Mdlokovana,423
286087,Mfanta,246
286088,Umfanta,266
286089,Sigodini,452
286090,Mraloeng,139
286091,Zimbane,253
286092,Moroka,707
286093,Mbizeni,232
286094,Makratlanyeni,301
286095,Sigoga,61
286096,Madwaleni,224
286097,Makeng,623
286098,eLuzie Drift,651
286099,KwaQutsuma,114
286100,Nkobongo,260
286101,eMbonisiweni,54
286102,eMbopisiweni,165
286103,Phezulu,185
286104,eMabheleni,84
286105,Mrobe,45
286106,Calucalu,205
286107,Nqoma,323
286108,Mbhulanja,97
286109,Sikhepheni,295
286110,Chevy Chase,292
286111,Ntatyaneni,1421
286112,Ntatyaneni Ephakathi,186
286113,Koloni,614
286114,Nkangala,379
286115,Katkop,577
286116,KwaGcwabe,263
286117,Upper Tsitsana,228
286118,Ndingeni,252
286119,Komkulu,431
286120,Mpukane,544
286121,Ngcele,379
286122,Khwatsha,430
286165,Sigingqini,128
286166,Daweni,77
286167,Tshikaro,217
286168,Tyeni,68
286169,Sixhotyeni,270
286170,eMoyeni,351
286171,Marombe,330
286172,eBhusabelo,-
286173,Ngqayi,234
286174,eRamatiya,348
286175,KuNuntuza,42
286176,eNcalukeni,150
286177,Khohlopong,553
286178,Jojweni,133
286179,Mfabantu,214
286180,Snowabile,1962
286181,Maclear,8559
286182,Ngxoto,532
286183,Woodstock,111
286184,KuQulungashe,272
286185,Singungweni,131
286186,Sigungqwini,181
286187,Drayini,394
286188,eNyibibeni,611
286189,ePifane,21
286190,Lututu,908
286191,KuMbonxa,249
286192,Mbinja,256
286193,KwaQala,281
286194,Mdilingweni,229
286195,Mdilungwa,164
286196,Bongweni,209
286197,Siqungqwini,570
286198,Sinxago,182
286199,eSizindini,311
286200,Zilandana,72
286201,Upper Sinxago,107
286202,KwaMsobomvu,189
286203,KuFela,49
286204,Qurana,169
286205,KwaNogemani,201
286206,Ntywenka,1338
286207,Elundini,149
286208,Mcedu,243
286209,Mahasana,423
286210,Mfabantu SP,410
286211,KuSitana,416
286212,Nomyayi,262
286213,Sidakeni,205
286214,Ugie,13467
286215,KuStimela,498
286216,Mbidlana,795
286217,Gqaqala,201
286218,eMahlubini,645
286219,Mpunkone,330
286220,Dalibango,158
286221,Cicira,212
286222,Ngxotwana,314
286223,Gqaghala,155
286224,KuNdoda,355
286225,Maqangulweni,208
286226,Nayijele,204
286227,Nkalweni,343
286228,Mpilweni,16
286229,Sihlehleni,161
286230,KwaJosefu,294
286231,eLalini,250
286232,Maplotini,138
286233,Munga,259
286234,Qolombane,239
286235,Lathuthu,612
286236,KuMangunkone,300
286237,Midili,173
286238,Mbozisa,98
287001,Ntatyana,366
287002,Mabalana,246
287003,N'Dofela,208
287004,Bikizana,334
287005,Senqu ,7113
287006,Mboleni,629
287007,Mdaweni,222
287008,Sqitini,425
287009,Ntaba-Kusuku,253
287010,Rayisini,177
287011,Dolosini,467
287012,Mayisela,331
287013,Mfiki,503
287014,Quimera,983
287015,Sitoromo,1202
287016,Palmietfontein,1776
287017,Magalagaleni,2181
287018,Gcina,555
287019,Mayireni,3175
287020,Ndingashe,1173
287021,Gumba-Gumba,377
287022,Mdeni,882
287023,Henge,588
287024,Lower Telle,424
287025,Telle Mission,390
287026,Sikroxweni,445
287027,Qoboshane,301
287028,Walaza,3569
287029,KwaNtoyi,387
287030,Esilindini,3026
287031,Tienbank,2856
287032,Sterkspruit,1893
287033,Mareteng,5036
287056,Mjikelweni,853
287057,Skisazana,345
287058,Dontsi,1278
287059,Sekotong,3604
287060,Skroon,1883
287061,New Rest,4521
287062,Tapuu,377
287063,Vergenoeg,490
287064,Masekeleng,388
287065,Tapoleng,513
287066,Bebeza,612
287067,Dili,1016
287068,Komkhulu,382
287069,Ntubeni,379
287070,Makumsha,384
287071,Mbango,190
287072,Mtunzini,1215
287073,Nothanda,215
287074,Blom,265
287075,Madakana,1123
287076,Mfinci,1237
287077,Meyi,668
287078,Springkaanspoort,311
287079,Mdlokovane,301
287080,Blue Gums,822
287081,Kromspruit,1143
287126,Herschel,2189
287127,Dangershoek,212
287128,Nomlengane,158
287129,Pelandaba,1635
287130,Ninakulu Mount,83
287131,Rock Cliff,265
287132,Lady Grey,1395
287133,Kwezinaledi,2581
287134,Steve Tshwete,3047
287135,Zakhele,623
287136,Rhodes,73
287137,Barkly East,9986
287138,Rossouw,284
288001,Dukathole,19152
288002,Aliwal North,16001
288003,Maletswai ,3981
288004,Jamestown,4666
289001,Oviston,658
289002,Venterstad,3596
289003,Nozizwe,1393
289004,Gariep ,4826
289005,Burgersdorp,5241
289006,Mzamomhle,4656
289007,Tembisa,6094
289008,Khayamnandi,4724
289009,Steynsburg,2488
290001,Bhungeni,172
290002,Lwandlana A,844
290003,Ngquza Hill ,2993
290004,Magqabesi,200
290005,Mbofu,433
290026,Mataleni,207
290027,Debesa,758
290028,Ngcungeni,808
290029,Nkwalini,58
290030,Sigcawu,160
290031,Mkhumbi,161
290032,KwaBhala C,129
290033,KwaNjiyela,18
290034,Lujecweni,342
290035,Ngqandulo,1799
290036,Sipaqeni,2816
290037,Nkuluekweni,2650
290038,Flagstaff,2584
290039,Sabelo,1246
290040,Fama Loc,912
290041,Mkhumeni,796
290042,Ndakeni B,1905
290043,Thwasi,629
290044,Mtwaku,2101
290045,Gabajana,3099
290046,Zadungeni,533
290047,Bhalasi,1764
290048,Ndimakude,2645
290049,Phumaze,1088
290050,Bumazi,988
290051,Eqhoqhweni,693
290052,Mncane,848
290053,J.B.,653
290054,Sigubudwini,1067
290055,Msikaba B,505
290056,Mqwangqweni,2510
290057,Sicwenza,999
290058,Khimbile,170
290059,Luqhoqweni,200
290060,Lower Qoqo,88
290061,Mngeni,384
290062,Baleni,332
290063,KwaTawuka,756
290064,Mketengeni,2688
290065,Nxarhabe,1448
290066,Khabingele,541
290067,Mangquzu,1482
290068,Ndakeni A,261
290069,Ndukudeni,602
290070,Ludiwane,486
290071,Mdumazulu A,115
290072,Mzimkhulu,82
290073,Qoqo SP,313
290074,Hlwahlwazi,3896
290075,KwaTauka,291
290076,Bisi,1653
290077,Ngqwabeni,513
290078,Mbhadango,1227
290079,Nyathi,535
290080,Mpumaze,1139
290081,Maxaxibeni,289
290082,Siphezini A,1338
290083,Ndzondeni,1098
290084,Lubala,1955
290085,Matshisi,127
290086,Mtshayelo,1620
290087,Ntlambe,92
290088,Ntlangano,124
290089,Sikitini,542
290090,Manyengele,451
290091,Ngquza B,693
290092,Maqanyeni,496
290093,Malangeni B,-
290094,KwaCoka,1365
290095,Taweni,1570
290096,Nkwezela,475
290097,Mcelu,1146
290098,Lwandlana B,382
290099,Sicambeni,623
290100,Mdumazulu B,227
290101,Mgwedlweni,1199
290102,KwaZitha,593
290103,Khanyayo B,61
290104,Duphu,373
290105,Sixontweni,707
290106,Manqilo B,695
290107,Mxokozweni,1086
290108,Guqa,660
290109,Bukazi,1668
290110,KuNkongolo,684
290111,Vlei,786
290112,Litlaphele,3085
290113,Marhamzeni,2834
290114,Maramza,347
290115,Engqosa,593
290116,Mzintlava A,185
290117,KwaBodweni,2160
290118,KuHala,440
290119,Mneketshe,621
290120,Madevana,178
290121,Nxuze,206
290122,Malola,218
290123,Mdlambulo,282
290124,Nayintsentse,478
290125,Mhlwazini,1967
290146,Ngquza Hill,-
290147,Khanyayo A,91
290148,KwaBhala B,727
290149,Mbambakewu,135
290150,Nkozo,2528
290151,Redhill,431
290152,Mathunzini,512
290153,Qamangweni,243
290154,Mhlumba,396
290155,Lower Gwadu,-
290156,Lugongqozo,30
290157,Lufankomo,196
290158,Gangeni,639
290159,Buziba,567
290160,Mphangana,341
290161,Mantlaneni,2241
290162,Situlu,688
290163,Qwabe,353
290164,Dukada,1003
290165,Nkulu,84
290166,Poliya,44
290167,Ngqibelana,579
290168,Ngquza A,212
290169,Gxelesha,586
290170,Mfinizweni,2444
290171,Thafabanzi,1244
290172,Mbilikati,332
290173,Dolophini,781
290174,Fleyi,77
290175,Bisana,1132
290176,Ndungunyeni A,280
290177,Lunikela,185
290178,Ntlonyana,94
290179,Buhlanyanga,3755
290180,Diki,229
290181,Nxambani,200
290182,Mapheleni,429
290183,Silangwe,210
290184,KwaRamzi,250
290185,Ntakana,297
290186,Lumayeni,716
290187,Khalamfazi,76
290188,Mqatyeni,196
290189,Siretshe,343
290190,Esikhulu,104
290191,Mhlopekazi,881
290192,Mangweni,288
290193,Ngozi,182
290194,Zimpohleni,513
290195,Mpoza,1217
290196,Magwambu,637
290197,Qebedu,1235
290198,Ngebheni,196
290199,Laleni,525
290200,Nyukhweni,80
290201,Siphezini B,582
290202,Nobadula,408
290203,Babani,665
290204,Galatyeni,728
290205,Thakanelo,458
290206,Phumlo,3682
290207,Ngcengce,1495
290208,KwaGcuda,1533
290209,Taleni,204
290210,Mkhamela,2291
290211,KwaThahle,2054
290212,Mfinca,308
290213,Xhurana,22
290214,Didi A,665
290215,Mathaba,148
290216,Njombela,311
290217,Msikaba C,2036
290218,Qumbini,54
290219,Tshonya,503
290220,Qasa,715
290221,Ntontela,1459
290222,Ngqandulwana,193
290223,Luthuthu,803
290224,Makhwalweni,2044
290225,Ntele,109
290226,Bhuqa,48
290227,Ndlangase,396
290228,Ngqongqo,244
290229,Nyembezini,167
290230,Mdakeni,530
290231,KwaBushula,1939
290232,KwaBhala A,2375
290233,Nyareni,449
290234,Mvimvane,1087
290235,KwaZulu,49
290236,Qawukeni,773
290237,Mgojweni,115
290238,Bazana,925
290239,Upper Mkata,69
290240,Mavaleleni,398
290241,Eluxolweni,1175
290242,Luqumbeni,661
290243,KwaMbhayi,1231
290244,Machibi,375
290245,Cikolo,471
290246,Mkhwalweni,446
290247,Manqilo A,385
290248,Mkhambathi,78
290249,Mrhotsho,891
290250,Ntsimbini A,1050
290251,Mateko,1745
290252,Malangeni A,2559
290253,Masonti,168
290254,Bhobhoyi,323
290255,Mbenyane,687
290256,KuTshandatshe,1632
290257,Sitshayelo,296
290258,Ngobozana,1128
290259,Mxarhu,917
290260,Mbila,2707
290261,Kanana,1910
290262,Mdikane,1737
290263,Joe Slovo,2797
290264,Zwelitsha,703
290265,Unity Park,2227
290266,Lusikisiki,4028
290267,New Rest,2005
290268,Gunyeni,1566
290269,Khonjwayo B,667
290270,Chithiwayo,401
290271,Mmangweni,1071
290272,Khonjwayo A,47
290273,Mpungutye,462
290274,KwaDick,1405
290275,Ntlembeni,204
290276,Xhamini,157
290277,Ndimbaneni,1466
290278,Msikaba A,3
290279,Lambasi,4630
290280,KwaNdengane,328
290281,Rhole,434
290282,Esidwadweni,347
290283,Nkunzimbini A,5728
290284,KwaMgezwa,1698
290285,Mtshiso,325
290286,Tembukazi,1364
290287,Mbudu B,84
290288,Nqaqhumbe,574
290289,Malizole,2818
290290,KuNikwe,1621
290291,Dubana,5999
290292,Mcobotini,2936
290293,Morrison's Place,1624
290294,KwaNyuswa,1352
290295,Mevana,414
290296,Egxeni,848
290297,Tyeni,1250
290298,Mtshayazafe,1322
290299,Hombe,1478
290300,Ntanzi,909
290301,Gubevu,418
290302,Emboleni,5
290303,Amakwalo,84
290304,Gobozana,268
290305,Mkhose,5
290306,Ezinkumbini,1127
290307,Mzintlava B,224
290308,Ntsimbini B,287
290309,Mbudu A,1178
290310,Goso Forest,2821
290311,Mmangukoma,277
290312,Mzizangwa,1134
290313,Bhongweni,94
290314,Zibele,29
290315,Magwa,209
290316,Mzimhle,242
290317,Cutweni,918
290318,Qoqweni,1029
290319,Emakhalini,279
290320,Mpongompongweni,245
290321,Cabekwana,189
290322,Thembeni,104
290323,KwaNdovelana,2
290324,KuGwexindaba,469
290325,Ludaka,150
290326,Nkunzimbini B,130
290327,Wema,69
290328,Mfundeni,397
290329,Mbotyi,329
290330,Goso,41
290331,Mpenkulu,720
291001,Mthinde,2611
291002,Port St Johns ,1100
291003,Mboziseni,2094
291004,Kwamlaza,1670
291005,Kwaphephu,653
291006,Esijungqwini,848
291007,Mbambeni,145
291008,Emamfengwini,1453
291009,Sunrise,1048
291010,Bhakaleni,848
291011,Kwandayini,775
291012,Kwagqweza,162
291013,Luzupho,1539
291014,Jambeni,3538
291015,Nyosana,230
291016,Dlelengana,393
291017,Selekhulu,471
291018,Lubende,400
291019,Bukuqweni Farma,161
291020,Ntlenga,790
291021,Mkhumbeni,1434
291022,Mbokazi,2619
291023,Mkhuzaza,362
291024,KwaCibadi,206
291025,Jambeni A,1258
291026,Esihlitho,1462
291027,Mcwabansasa,1690
291028,Mzintlava,884
291029,Kwajola,1578
291030,China,695
291031,Emabheleni,372
291032,Emazizini,1052
291033,Ngcoya,3124
291034,Bhuje,472
291035,Dwera,176
291036,Mnqezu,1022
291037,Maxuxubeni,92
291038,Ethonsini,408
291039,Nzondeni,528
291040,Cabe,908
291041,Mnkutayi,410
291042,Ncimbini,332
291043,Tsheni,182
291044,Siphusiphu,316
291045,Komane,290
291046,Luqhoqhweni,1715
291047,Emachibini,312
291048,Etshiweni,405
291049,Ndingindawo,1417
291050,Ntambula,663
291051,Mathana,384
291052,Emadrayini,451
291053,Buchele,1838
291054,Fatyini,118
291055,Ndavindavi,57
291056,KwaZulu,910
291057,Emsindweni,1641
291058,Thafeni,593
291059,Entsengeni,225
291060,Kuxhaka,668
291061,Gangatha,133
291062,Emdlankala,250
291063,Mpophomeni,533
291064,Ndayini,412
291065,Somnqobo,459
291066,Engweni,75
291067,Mgugwana,750
291068,Mgugwa,485
291069,Lower Ntafufu,745
291070,Gimqi A,1860
291071,Gcobana,525
291072,Sijungqwini,144
291073,Siqhozameni,258
291074,Mhlotsheni,2074
291075,Ndwalana,500
291076,Enkweza,165
291077,Nyazi,738
291078,Mposa,180
291079,Esiqhumeni,354
291080,Ntshamatha,735
291081,Ziphondo,201
291082,Ediphini,292
291083,Emanaleni,572
291084,Lwandlana,65
291085,Emasunguzaneni,499
291086,Ngcose,398
291087,Qambatha,92
291088,Elusibeni,147
291089,Stshayelo,612
291090,Luthengele,1333
291091,Qukuswayo,772
291092,Diphini,156
291093,Mgceni,126
291094,Matshadala,334
291095,Ntsimbini A,1016
291096,Lutatweni,565
291097,Mevana,867
291098,Esikhulu,2231
291099,Gemvale,977
291100,Xovula,961
291101,Mduve,298
291102,Mhlonishwa,67
291103,Nonjonjo,194
291104,Galatyeni,605
291105,Mtyolweni,619
291106,Ntendokwana,1405
291107,Emakhumsubeni,401
291108,Dakane,412
291109,Qhoboshendlini,356
291110,Tshitshane,742
291111,Lujazo,89
291112,Ntile,599
291113,Ngqontisini,215
291114,Emvubini,319
291115,Mphakathini,78
291116,Emanqondeni,320
291117,Esiphathe B,1315
291118,Gabelana,1538
291119,Isizilo,484
291120,Enhlanjeni,372
291121,Tshakude,177
291122,Esiphathe A,79
291123,Ngcukuse,123
291124,Chabaza,102
291125,Khohlo,947
291126,Luphaphasi,1056
291127,Selwane,419
291128,Mbabalani,1353
291129,Mvume,536
291130,Enyosana,309
291131,Swazini,1104
291132,Magumbini,642
291133,Qhaka,2120
291134,Mboleni,1089
291135,Mkhanzini,377
291136,Mampube,706
291137,Manxiweni,828
291138,Sijuqwini,1383
291139,Ludumi,1489
291140,Malongana,33
291141,Gunuza,43
291142,Luphoko,218
291143,Bholani A,316
291144,Dedeni,996
291145,Mantusini,1582
291146,Dukulweni,373
291147,Mphangane,773
291148,Njiveni,800
291149,Buthulo,377
291150,Dangwana,870
291151,Mruleni,224
291152,Ntsonyini,61
291153,Bizana,626
291154,Ciyani,380
291155,Noqhewukana,1234
291156,Ntsimbini B,2801
291157,Ferry Point,57
291158,Rhela,1319
291159,Tombo,774
291160,Konxeni,620
291161,Mfundeni,332
291162,Luyengweni,625
291163,Sinqa Sedonki,387
291164,Tshusha,363
291165,Mtshekelweni,68
291166,Dumase,228
291167,Mtsila,1106
291168,Port St Johns,6441
291169,Mafusini,278
291170,Kugade,258
291171,Mngazana,705
291172,Thekwini,1459
291173,Mabulwini,318
291174,Bholani B,718
291175,Hlavana,353
291176,Cwebeni,1493
291177,Bheleni,617
291178,Mbenengeni,83
291179,Butho,1281
291180,Mahlathini,335
291181,Kwilini,378
291182,Lugasweni,433
291183,Sicambeni,982
291184,Ludalasi,1793
291185,Ingoje,481
291186,Vukandlule,289
291187,Bangolosi,164
291188,Bungeni,240
291189,Mfadaleni,743
291190,Madakeni,611
291191,Magcakeni,628
291192,Sihlanjeni,709
291193,Gomolo,369
291194,Siphunzana,170
291195,Mathseru,331
291196,Lunjacweni,936
291197,Masemeni B,909
291198,Ngcande,562
291199,Mawosha,438
291200,Ndluzula,222
291201,Noduka,344
291202,Gogogo,951
291203,Mancu,370
291204,Mvelelo,1125
291205,Nocozi,298
291206,Gogqozo,525
291207,Nqutyana,495
291208,Nykeni,426
291209,Njela,460
291210,Mpotshosho,585
291211,Tsweleni,282
291212,Nyakani,111
291213,Ginqi B,202
291214,Phahlakazi,583
291215,Masameni A,229
291216,Rhephu,262
291217,Khwethu,257
291218,Mcwesha,343
291219,Vithini,343
291220,Nkonkoni,109
291221,Thambana,1467
292001,Mpindweni,123
292002,Nyandeni ,1241
292003,Lotana,604
292004,Bovini,217
292005,Mjaliswa,392
292006,Mangcwanguleni,355
292007,Mnyama,647
292008,Mahoyana,665
292009,Esiqikini,1103
292010,Ngcolorha,649
292011,Gwali,196
292012,Manzimabi,307
292013,Ndasana,378
292014,Mthombetsitsa,556
292015,Mahobeni,271
292016,Ngavu-Ngavu,439
292017,Wicksdale,460
292018,Qhanqeni,82
292019,KwaSompa,554
292020,Ndayini,279
292021,KwaNgolo,476
